id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
4279018,Thu May 12 2016 10:58:49 GMT+1200 (GMT+12),2016-05-12,2016-05-11 22:58:49 UTC,Auckland,318550,fairyeagle,2016-10-05 20:22:53 UTC,2016-10-05 20:30:11 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/4279018,https://static.inaturalist.org/photos/5126189/medium.jpg?1475699378,,"",footprints,0,0,true,3,Maori Bay ,-36.836406,174.424488,405,,,false,,,"",Mammalia,Mammals,Mammalia,40151
4306382,2016-10-07,2016-10-07,,Eastern Time (US & Canada),101518,damianfoxall,2016-10-09 20:07:34 UTC,2017-03-08 19:28:48 UTC,needs_id,CC-BY-NC,http://inaturalist.ca/observations/4306382,https://static.inaturalist.org/photos/5170995/medium.jpg?1476043810,,WILD Outside,"Footprint 

And unphotographed observation later in the day",0,0,false,,YMCA Camp Kanawana,45.851347,-74.195207,,,open,false,,,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
4336723,Tue Oct 11 2016 17:07:11 GMT-0400 (EDT),2016-10-11,2016-10-11 21:07:11 UTC,Eastern Time (US & Canada),232377,jacob25,2016-10-13 02:11:31 UTC,2018-01-27 02:58:43 UTC,needs_id,,http://www.inaturalist.org/observations/4336723,https://static.inaturalist.org/photos/5207579/medium.jpg?1476324702,,"",What footprints are these from?,1,0,false,3,"31028, Centerville, GA, US",32.6376616667,-83.669525,,,,false,,,Deer,Cervidae,Deer,Mammalia,42158
4336735,Tue Oct 11 2016 17:07:20 GMT-0400 (EDT),2016-10-11,2016-10-11 21:07:20 UTC,Eastern Time (US & Canada),232377,jacob25,2016-10-13 02:12:03 UTC,2018-01-27 02:56:52 UTC,needs_id,,http://www.inaturalist.org/observations/4336735,https://static.inaturalist.org/photos/5207589/medium.jpg?1476324735,,,What made these footprints?,1,0,false,3,"31028, Centerville, GA, US",32.6376383333,-83.6695166667,,,,false,,,Mammals,Mammalia,Mammals,Mammalia,40151
4430067,2016/10/23 2:41 PM NZDT,2016-10-23,2016-10-23 01:41:00 UTC,Wellington,1115,jon_sullivan,2016-10-25 01:22:17 UTC,2017-07-12 04:55:35 UTC,needs_id,CC-BY,http://naturewatch.org.nz/observations/4430067,https://static.inaturalist.org/photos/5330331/medium.jpg?1477358480,,"footprint, mammal, Okains Bay",Footprints in the mud of the lagoon when the tide was out.,1,0,false,,"Okains Bay, Banks Peninsula, Canterbury, New Zealand",-43.6941944444,173.0562583333,,,,false,,"","Rabbits, Hares, and Pikas",Lagomorpha,Lagomorphs,Mammalia,43094
4447764,2016-09-11 11:10:00 PM WAT,2016-09-11,2016-09-11 22:10:00 UTC,West Central Africa,18245,dotun55,2016-10-27 22:13:03 UTC,2017-10-02 16:07:56 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/4447764,https://static.inaturalist.org/photos/5356867/medium.jpg?1477606391,,,Footprints of a small animal (presumably an XL rodent) on the forest trail.,0,0,false,2,Unnamed Road Ibadan,7.3795696166,3.9678256586,574,,,false,gps,gps,Cane Rats,Thryonomyidae,Cane Rats,Mammalia,46276
4447791,2016-09-11 11:12:59 PM WAT,2016-09-11,2016-09-11 22:12:59 UTC,West Central Africa,18245,dotun55,2016-10-27 22:18:13 UTC,2017-10-02 16:07:56 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/4447791,https://static.inaturalist.org/photos/5356891/medium.jpg?1477606700,,"",Animal footprints on the trail,0,0,false,2,Egbeda Road,7.3823143877,4.0348027647,2294,,,false,gps,gps,African Civet,Civettictis civetta,African Civet,Mammalia,41627
4447826,2016-09-11 11:25:40 PM WAT,2016-09-11,2016-09-11 22:25:40 UTC,West Central Africa,18245,dotun55,2016-10-27 22:29:52 UTC,2019-01-19 03:06:49 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4447826,https://static.inaturalist.org/photos/5356971/medium.jpg?1477607400,,"","Footprint, unmistakably a feline, on the trail",4,1,false,2,Egbeda Road Ibadan,7.3878141861,4.0233426914,1147,,,false,gps,gps,Domestic Dog,Canis familiaris,Domestic Dog,Mammalia,47144
4461366,2013/09/23 5:36 PM EDT,2013-09-23,2013-09-23 21:36:00 UTC,Eastern Time (US & Canada),294919,wolfhoundgirl,2016-10-30 15:38:13 UTC,2017-08-07 20:06:28 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4461366,https://static.inaturalist.org/photos/5379709/medium.jpeg?1477841825,,"CO, 2013, Mesa Verde, September, FootPrint, Turkey",Really large foot prints left by wild turkeys. There were several individuals in this group.,2,0,false,,"Mesa Verde, CO 81330, USA",37.2308729,-108.4618335,13227,,open,false,,,Wild Turkey,Meleagris gallopavo,Wild Turkey,Aves,906
4497958,2016/11/03 3:28 PM NZDT,2016-11-03,2016-11-03 02:28:00 UTC,Wellington,58314,jacqui-nz,2016-11-05 07:19:46 UTC,2020-09-25 03:57:04 UTC,needs_id,CC-BY-NC,http://naturewatch.org.nz/observations/4497958,https://static.inaturalist.org/photos/5436165/medium.jpeg?1478330066,,"","Regularly see bird prints in the sand at the start of the boardwalk across the Pararaha Valley Wetlands. The footprints continued along the edge of the wetlands for some way north between the dunes and the rushes.

Large birds observed at this location previously include a bittern, black swan, canada goose, pukeko, & paradise shelduck. Photographed a bittern at this spot May 2015.                               ",1,0,false,,"Pararaha Valley Track, Karekare 0772, New Zealand",-37.0103270067,174.4855670913,19,,,false,,,Birds,Aves,Birds,Aves,3
4532831,2016-10-31 13:00,2016-10-31,2016-10-31 00:00:00 UTC,Auckland,84804,emily_r,2016-11-11 22:01:17 UTC,2016-12-17 23:20:22 UTC,casual,CC-BY-NC-SA,http://naturewatch.org.nz/observations/4532831,https://static.inaturalist.org/photos/5491837/medium.jpeg?1478901681,,"",Heron footprints: either a reef heron or a white faced heron,1,0,false,,New Zealand,-39.182418,173.813453,,,,false,,,"Herons, Egrets, and Bitterns",Ardeidae,"Herons, Egrets, and Bitterns",Aves,4929
4554576,Sat Nov 12 2016 10:47:44 GMT-0600 (CST),2016-11-12,2016-11-12 16:47:44 UTC,Central Time (US & Canada),291224,pmcg12,2016-11-13 13:39:50 UTC,2019-09-10 23:47:58 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4554576,https://static.inaturalist.org/photos/5507348/medium.jpg?1479044412,,"",Footprint ,3,0,false,37,"907 Prairie Trl, Austin, TX, US",30.3795366667,-97.6905666667,,,open,false,,,Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
4587894,2016/11/16,2016-11-16,,Madrid,172736,dcapillae,2016-11-17 13:02:55 UTC,2019-09-21 14:49:57 UTC,research,CC0,http://www.inaturalist.org/observations/4587894,https://static.inaturalist.org/photos/5543437/medium.jpg?1479387746,,"tracks, footprints","",1,0,false,,"Montes de Málaga Natural Park, Spain",36.78324,-4.40157,10,,open,false,,,Wild Boar,Sus scrofa,Wild Boar,Mammalia,42134
4614590,2016/11/22 12:13 PM NZDT,2016-11-22,2016-11-21 23:13:00 UTC,Wellington,177220,ricjo007,2016-11-22 08:34:58 UTC,2016-11-24 15:32:58 UTC,research,CC-BY-NC,http://naturewatch.org.nz/observations/4614590,https://static.inaturalist.org/photos/5582345/medium.jpg?1479797325,,"",Unknown footprint found in dunes at Kaupokonui. There were a lot of them. Footprint is roughly 30mm in diameter. Appears to have 5 toes/fingers?,2,0,false,,"Kaupokonui 4678, New Zealand",-39.5655449681,174.0595293045,8,,,false,,,Possum,Trichosurus vulpecula,Common Brushtail Possum,Mammalia,42808
4636344,2012-06-14,2012-06-14,,Seoul,280,pintail,2016-11-25 20:25:27 UTC,2019-02-22 03:44:10 UTC,needs_id,CC-BY,http://www.inaturalist.org/observations/4636344,https://static.inaturalist.org/photos/5610360/medium.jpg?1480105529,,"",footprint,0,0,false,,"Chungcheongbuk-do, KR",36.4285801502,127.4204473256,106,,obscured,true,,,Chinese Pond Turtle,Mauremys reevesii,Chinese Pond Turtle,Reptilia,39913
4643464,2016/11/25 2:29 PM PST,2016-11-25,2016-11-25 22:29:00 UTC,Pacific Time (US & Canada),38280,dominic,2016-11-26 23:54:19 UTC,2018-01-13 21:34:13 UTC,needs_id,CC-BY,http://www.inaturalist.org/observations/4643464,https://static.inaturalist.org/photos/5621243/medium.jpeg?1480203291,,"",Footprints found in a very muddy area of the creekbed. Water just recently dried up and these tracks are about as old as when the puddle dried up. I'm glad and disappointed I found these tracks. Glad because I found out they are in the park and disappointed because I didn't find any.,0,0,false,,"20828 Entrada Rd, Topanga, CA 90290, USA",34.0881626,-118.5506146,3722,,,false,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
4651237,10/24/2015,2015-10-24,,Harare,356870,mathiasdhaen,2016-11-27 23:06:29 UTC,2016-11-27 23:06:31 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/4651237,https://static.inaturalist.org/photos/5629506/medium.jpeg?1480287994,,,"""i would rather say domestic dog though (not elongated enough, lines between toes form an 'X' in wolves' footprints, and dubbel prints which are not fully printed on the previous (but only half like this one) is more dog type)""",0,0,true,,Czech Republic -NÃ¡rodnÃ­ Park Å umava,49.106,13.402,100,,,false,,,Canis familiaris,Canis familiaris,Domestic Dog,Mammalia,47144
4651479,2/1/2015,2015-02-01,,Harare,356870,mathiasdhaen,2016-11-27 23:14:04 UTC,2020-04-01 23:52:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/4651479,https://static.inaturalist.org/photos/5629772/medium.jpeg?1480288447,,"","""footprint+droppings""",2,0,false,,Poland,52.6467186642,23.9019152425,100,,obscured,true,,,Eurasian Wolf,Canis lupus lupus,Eurasian Wolf,Mammalia,311231
4662964,2014-04-14 13:06:09,2014-04-14,2014-04-14 20:06:09 UTC,Pacific Time (US & Canada),4915,birdgal5,2016-11-29 22:45:52 UTC,2020-05-25 04:27:45 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/4662964,https://static.inaturalist.org/photos/5646137/medium.jpg?1480459555,,"Westshore Road, Westside Campground, Bodega Bay, Sonoma County, California, mammalia, carnivora, procyonidae, procyon lotor, Common Raccoon, Procyon",Footprints in the mud!,4,0,false,,"Along Westshore Road, near Westside Campground, Bodega Bay, Sonoma County, California, United States",38.310657,-123.06109,20,,open,false,,"",Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
4670829,2016-11-24,2016-11-24,,Central Time (US & Canada),140872,ellen5,2016-12-01 12:51:11 UTC,2018-01-11 13:37:08 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/4670829,https://static.inaturalist.org/photos/5657985/medium.jpeg?1480596681,,"","Tiny footprints, too durn cute!
Location: dunes adjacent to a salina which varies in level seasonally, currently fairly high. Also nearby is an intermittent pond currently occupied by coots.
This 1989 thesis lists a number of possibilities:    https://ttu-ir.tdl.org/ttu-ir/bitstream/handle/2346/59755/31295005979876.pdf?sequence=1",2,0,false,,"Texas, US",33.9633663129,-102.6061239765,110,obscured,,true,,,Deer Mice,Peromyscus,North American Deer Mice,Mammalia,44349
4756335,2016/12/10 10:19 AM CST,2016-12-10,2016-12-10 16:19:00 UTC,Central Time (US & Canada),321478,mamestraconfigurata,2016-12-11 15:10:16 UTC,2020-01-05 01:56:54 UTC,needs_id,CC-BY-NC,http://inaturalist.ca/observations/4756335,https://static.inaturalist.org/photos/5786592/medium.jpg?1481468903,,"","Tracks down by the recently frozen river, no sign of human footprints - fox?",2,0,false,,"Riverview, Winnipeg, MB, Canada",49.8595506618,-97.118024826,122,,,false,,,Canines,Canidae,Canines,Mammalia,42043
4786120,Sat Dec 03 2016 08:42:02 GMT+0530 (GMT+5:30),2016-12-03,2016-12-03 03:12:02 UTC,Chennai,21318,danielgeorge,2016-12-17 10:32:56 UTC,2017-03-08 19:19:25 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/4786120,https://static.inaturalist.org/photos/5897771/medium.jpg?1482945088,,"",Footprint,2,0,false,3,"Uttarakhand, IN",30.080799616,78.3635763819,5,,obscured,true,,,Carnivorans,Carnivora,Carnivorans,Mammalia,41573
4786125,Sat Dec 03 2016 07:58:00 GMT+0530 (GMT+5:30),2016-12-03,2016-12-03 02:28:00 UTC,Chennai,21318,danielgeorge,2016-12-17 10:35:08 UTC,2019-12-16 06:27:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/4786125,https://static.inaturalist.org/photos/5897765/medium.jpg?1482945031,,"",footprint,3,0,false,3,"Uttarakhand, IN",30.0997614298,78.3877668453,30,,obscured,true,,,Panthera tigris tigris,Panthera tigris tigris,Bengal Tiger,Mammalia,130793
4789401,2016/11/03 4:44 PM EDT,2016-11-03,2016-11-03 12:44:00 UTC,Abu Dhabi,7580,carrieseltzer,2016-12-18 04:10:21 UTC,2019-08-19 23:43:47 UTC,needs_id,CC0,https://www.inaturalist.org/observations/4789401,https://static.inaturalist.org/photos/5836516/medium.jpg?1482034044,,"",Footprint in the sand.,6,0,false,,,25.4270286142,50.8149248634,,obscured,obscured,true,,"",Even-toed Ungulates,Artiodactyla,Even-toed Ungulates and Cetaceans,Mammalia,152870
4841762,2016/12/25 10:39 AM HST,2016-12-25,2016-12-25 20:39:00 UTC,Hawaii,130384,andreapnor,2016-12-25 14:26:12 UTC,2020-03-15 15:06:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/4841762,https://static.inaturalist.org/photos/5878484/medium.jpg?1482675910,,"",Footprint in snow,2,0,false,,"Torino, IT",45.0437782088,7.0122889287,61,obscured,open,true,,,Wild Boar,Sus scrofa,Wild Boar,Mammalia,42134
4842522,2016/12/25 12:00 AM CET,2016-12-25,2016-12-24 23:00:00 UTC,Paris,172736,dcapillae,2016-12-25 19:26:25 UTC,2019-09-21 14:52:21 UTC,research,CC0,https://www.inaturalist.org/observations/4842522,https://static.inaturalist.org/photos/5879574/medium.jpg?1482693811,,"tracks, footprints","",1,0,false,,"Montes de Málaga Natural Park, Spain",36.76424,-4.4143,10,,open,false,,,Wild Boar,Sus scrofa,Wild Boar,Mammalia,42134
4842523,2016/12/25 12:00 AM CET,2016-12-25,2016-12-24 23:00:00 UTC,Paris,172736,dcapillae,2016-12-25 19:26:25 UTC,2019-09-21 14:48:10 UTC,research,CC0,https://www.inaturalist.org/observations/4842523,https://static.inaturalist.org/photos/5879578/medium.jpg?1482693861,,"tracks, footprints","",1,0,false,,"Montes de Málaga Natural Park, Spain",36.7656,-4.41533,10,,open,false,,,Wild Boar,Sus scrofa,Wild Boar,Mammalia,42134
4910437,Sat Jan 07 2017 16:52:02 GMT+0900 (GMT+9),2017-01-07,2017-01-07 07:52:02 UTC,Osaka,160076,whaichi,2017-01-08 02:30:44 UTC,2017-01-08 04:03:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/4910437,https://static.inaturalist.org/photos/5977587/medium.jpg?1483842880,,"","Found several footprints in the mud and later saw one individual bounding through some foliage. Wasn't able to get a photo, unfortunately.",1,0,false,3,"Gyeonggi-do, KR",37.6770430959,127.1293101498,,,obscured,true,,,Chinese Water Deer,Hydropotes inermis,Water Deer,Mammalia,42193
4936929,2017/01/13 10:44 AM HST,2017-01-13,2017-01-13 20:44:00 UTC,Hawaii,130384,andreapnor,2017-01-13 14:41:18 UTC,2017-01-14 11:10:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/4936929,https://static.inaturalist.org/photos/6019313/medium.jpg?1484318354,,"","Footprints on snow, four animals (youngs and adults)",1,0,false,,"Torino, IT",45.0669616522,7.0315379129,31,obscured,open,true,,,Chamois,Rupicapra rupicapra,Northern Chamois,Mammalia,42347
4943962,2006/05/17 2:57 PM +1200,2006-05-17,2006-05-17 02:57:00 UTC,Auckland,56932,lloyd_esler,2017-01-14 18:19:58 UTC,2019-11-21 21:12:26 UTC,research,CC-BY-NC,http://naturewatch.org.nz/observations/4943962,https://static.inaturalist.org/photos/6027994/medium.jpg?1484417864,,"","Emu footprint at Waituna Lagoon, Southland.  Small feral population breeding in the coastal scrub on the ocean side of Waituna Lagoon.  Began as escapees from a nearby emu farmSubsequently eliminated.",2,0,false,,"Tiwai Point 9877, New Zealand",-46.6002255564,168.5120773315,488,,open,false,,,Emu,Dromaius novaehollandiae,Emu,Aves,20504
4959731,2017/01/16 2:34 PM PST,2017-01-16,2017-01-16 22:34:00 UTC,Pacific Time (US & Canada),38280,dominic,2017-01-17 04:49:13 UTC,2019-01-06 17:29:40 UTC,research,CC-BY,https://www.inaturalist.org/observations/4959731,https://static.inaturalist.org/photos/6051197/medium.jpeg?1484628181,,"",Lots of these footprints in the mud. Found under the bridge.,3,0,false,,"Bear Creek, Stockton, CA, USA",38.0435743198,-121.370726754,31,,,false,,,Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
4984226,Sat Jan 21 2017 09:05:11 GMT+1300 (GMT+13),2017-01-21,2017-01-20 20:05:11 UTC,Nuku'alofa,160080,stbobservations,2017-01-21 19:29:57 UTC,2020-09-25 03:56:46 UTC,needs_id,CC-BY-NC,http://naturewatch.org.nz/observations/4984226,https://static.inaturalist.org/photos/6087661/medium.jpg?1485027111,,footpring,Footprints going out from the sea - don't know if penguin or shag - so put pen alongside for size comparison,2,0,false,3,"South Taranaki, NZ-TK, NZ",-39.5868787961,174.1940001772,5,,,false,,,Birds,Aves,Birds,Aves,3
4989249,2017/01/06 11:49 AM CET,2017-01-06,2017-01-06 10:49:00 UTC,Paris,132154,reddad,2017-01-22 16:47:56 UTC,2017-10-04 20:04:04 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/4989249,https://static.inaturalist.org/photos/6096015/medium.jpeg?1485103088,,"","This track is an enigma. From the size of the print (about 10 cm), in my book, there is no other possibilty than Red Deer. But in this area there are normally no Red Deer. So, it would have to have been a stray. Another riddle is that the footprints are in one single line, like a foy sometimes walks (see last pic).There might however have been a second line of prints that had been destroyed by people walking by.   ",0,0,false,,"Pfinztal, Deutschland",48.9909110063,8.5982179642,50,,open,false,,,Red Deer,Cervus elaphus elaphus,European Red Deer,Mammalia,320998
4992674,2016-11-22,2016-11-22,,Auckland,114178,saras,2017-01-23 02:33:14 UTC,2020-11-08 02:34:59 UTC,research,CC-BY-NC,http://naturewatch.org.nz/observations/4992674,https://static.inaturalist.org/photos/6101085/medium.jpg?1485138800,,"","OR/. possibly KIWI footprints?! 
Hard to tell, but I think it may have had a back toe which leads me to believe it is pheasant.",1,0,false,,Mahakirau Forest Estate,-36.875679,175.538814,179,,open,false,,,Ring-necked Pheasant,Phasianus colchicus,Ring-necked Pheasant,Aves,981
5013333,2017/01/26 1:19 PM CST,2017-01-26,2017-01-26 19:19:00 UTC,Central Time (US & Canada),389193,annechw,2017-01-27 16:51:33 UTC,2019-07-11 02:35:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5013333,https://static.inaturalist.org/photos/6132050/medium.jpeg?1485535830,,"","found the trail, den, lots of fresh tree damage, followed the tail drags, tree drags and the footprints to the den and I could hear the kits vocalizing inside the den",2,0,false,,"Glen Ellyn, IL, USA",41.8428813122,-88.0607807638,59,,open,false,,,American Beaver,Castor canadensis,American Beaver,Mammalia,43794
5018519,2017-01-28 12:05:33 PM EST,2017-01-28,2017-01-28 17:05:33 UTC,Eastern Time (US & Canada),175837,tsn,2017-01-28 20:25:20 UTC,2019-01-15 01:11:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5018519,https://static.inaturalist.org/photos/6139723/medium.jpeg?1485635253,,"",Spacing between footprints averages about 3 feet (see 2nd photo),3,0,false,2,"Thetford, VT",43.80261331,-72.24701296,9,,open,false,,,Moose,Alces alces,Moose,Mammalia,522193
5020492,2017/01/29 12:40 PM NZDT,2017-01-29,2017-01-28 23:40:00 UTC,Wellington,359014,bylsand,2017-01-29 03:45:07 UTC,2020-01-13 02:02:54 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/5020492,https://static.inaturalist.org/photos/6142982/medium.jpg?1485661463,,"",Weka or Pukeko I wonder? Span from one side of the footprint to the other is about 60mm +/- 10.,0,0,false,,"Buller, NZ-WC, NZ",-41.8774003581,171.4283463249,15,,obscured,true,,,Birds,Gallirallus australis australis,Western Weka,Aves,324879
5034720,2016-12-02,2016-12-02,,Eastern Time (US & Canada),17733,zoe_jewell,2017-01-31 22:43:36 UTC,2021-01-15 18:12:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5034720,https://static.inaturalist.org/photos/6165584/medium.jpg?1485902626,,"jaguar, footprints","jaguar footprints from NEX sanctuary, Brazil (www.nex.org.br)",3,0,false,,"Goiás, BR",-15.9233335776,-48.5994001053,,,obscured,true,,,Jaguar,Panthera onca,Jaguar,Mammalia,41970
5035770,2016-04-15,2016-04-15,,Eastern Time (US & Canada),17733,zoe_jewell,2017-02-01 02:08:20 UTC,2017-12-29 18:19:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5035770,https://static.inaturalist.org/photos/6167487/medium.jpg?1485915109,,"cheetah, footprints",Cheetah footprints from Odyssey,2,0,false,,"Khomas, NA-KH-WR, NA",-22.3991694418,17.2272802599,,,obscured,true,,,Cheetah,Acinonyx jubatus,Cheetah,Mammalia,41955
5039155,2017-02-01 10:27:28 AM EST,2017-02-01,2017-02-01 15:27:28 UTC,Eastern Time (US & Canada),105431,shaunmichael,2017-02-01 21:51:28 UTC,2020-09-24 20:29:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/5039155,https://static.inaturalist.org/photos/6172362/medium.jpeg?1485986231,,"",Claws visible in footprint,1,0,false,2,"23 Beaver Pond Road South Salem, NY 10590",41.23397818,-73.52869607,7,,,false,gps,gps,Coyote,Canis latrans,Coyote,Mammalia,42051
5057218,2017/02/03 4:00 PM PST,2017-02-03,2017-02-04 00:00:00 UTC,Pacific Time (US & Canada),193225,danaturalist,2017-02-05 16:06:06 UTC,2019-12-19 04:16:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5057218,https://static.inaturalist.org/photos/6201386/medium.jpeg?1486310435,,"Galiano Island, North End","This could be a puzzle:  What made that streak across the slush in this beaver pond, by the North End Fire Hall?  Two lines fade into being, then widen to become one fat line.  The puzzle is solved when you see the wide duck footprints exiting the fat end of the line -- it was a mallard landing!  My approach startled the ducks into flight, but I was intrigued to see how the slushy pond reflected the ducks' arrival.",0,0,false,,"Galiano Island, BC V0N, Canada",48.9733298661,-123.5612153991,244,,open,false,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930
5070506,2017/02/07 2:48 PM EST,2017-02-07,2017-02-07 19:48:00 UTC,Eastern Time (US & Canada),342604,peggyo,2017-02-07 22:48:56 UTC,2019-01-11 22:35:44 UTC,research,CC0,https://www.inaturalist.org/observations/5070506,https://static.inaturalist.org/photos/6222551/medium.jpg?1486507671,,"",Muddy footprints on the boardwalk,2,0,false,,"Huntley Meadows Park, Lockheed Boulevard, Alexandria, VA, United States",38.75754,-77.098453,,,,false,,,Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
5111306,2017/02/03 9:58 AM EST,2017-02-03,2017-02-03 14:58:00 UTC,Eastern Time (US & Canada),183747,pnorton,2017-02-15 03:00:25 UTC,2019-11-22 13:38:39 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5111306,https://static.inaturalist.org/photos/6285780/medium.jpeg?1487127432,,"",These look like river otter tracks in a stream bed crossing the north end of the Ellis River Trail. There are footprints and also marks where it slid on its belly. There was another spot (too far away to photograph) about 30 feet up on a steep hill side where it had been sliding.,0,0,false,,"Ellis River Trail, Jackson, NH, USA",44.1833559861,-71.229429245,183,,open,false,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
5200929,2015/02/05 11:48 AM BRST,2015-02-05,2015-02-05 13:48:00 UTC,Brasilia,413102,alessandrodm,2017-03-01 01:30:33 UTC,2020-01-20 11:59:50 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5200929,https://static.inaturalist.org/photos/6419750/medium.jpg?1488331835,,footprints,,1,0,false,,"Três Barras - SC, Brasil",-26.2370508333,-50.2949733333,,,,false,,,Carnivorans,Canidae,Canines,Mammalia,42043
5240166,2017-03-05 2:52:47 PM MST,2017-03-05,2017-03-05 21:52:47 UTC,Mountain Time (US & Canada),318730,melissa95,2017-03-07 01:01:26 UTC,2017-03-08 19:28:58 UTC,needs_id,,https://www.inaturalist.org/observations/5240166,https://static.inaturalist.org/photos/6480814/medium.jpeg?1488848492,,,Footprints,1,0,false,2,"Unnamed Road Cannonville, UT 84718",37.5863913066,-112.064116895,16511,,,false,gps,gps,Mule and White-tailed Deer,Odocoileus,White-tailed and Mule Deer,Mammalia,42219
5251281,Mon Mar 06 2017 09:12:25 GMT-0800 (PST),2017-03-06,2017-03-06 17:12:25 UTC,Pacific Time (US & Canada),396299,lakesideriverpark92040,2017-03-08 18:45:02 UTC,2019-06-17 03:29:44 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/5251281,https://static.inaturalist.org/photos/6497081/medium.jpg?1488998710,,,More footprints maybe from a dog? ,0,0,true,3,"Willowbrook Golf Course, Lakeside, CA, US",32.8617883333,-116.9349533333,,,,false,,,,Canis familiaris,Domestic Dog,Mammalia,47144
5275193,2017/02/12 4:37 PM PST,2017-02-12,2017-02-13 00:37:00 UTC,Pacific Time (US & Canada),421767,pandeiro,2017-03-10 20:18:05 UTC,2018-01-03 21:21:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5275193,https://static.inaturalist.org/photos/6520694/medium.jpg?1489176931,,tracks,Many small tracks crossing the Painted Rock trail; dogs are prohibited on the trail and the tracks did not follow any human footprints for any stretch.,2,0,false,,"San Luis Obispo County, CA, USA",35.1478527778,-119.864775,,,open,false,,,Canines,Canidae,Canines,Mammalia,42043
5280848,2017-03-03 06:53:20,2017-03-03,2017-03-03 02:53:20 UTC,Abu Dhabi,81949,trcarlisle,2017-03-11 13:45:19 UTC,2017-05-19 14:57:04 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/5280848,https://static.inaturalist.org/photos/6529410/medium.jpg?1489239923,,"tracks, footprints, gerbil tracks, desert, sand, Sharjah, UAE",Tracks in damp sand. Most likely they were made by Cheeseman's Gerbil.,1,0,false,,"Tawi Bil Khabis, Sharjah, United Arab Emirates",25.273102,55.698127,,,,false,,,Gerbillus,Gerbillus,Typical Gerbils,Mammalia,44186
5281950,2016-12-03 06:52:54,2016-12-03,2016-12-03 02:52:54 UTC,Muscat,81949,trcarlisle,2017-03-11 17:37:41 UTC,2017-03-11 18:46:31 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/5281950,https://static.inaturalist.org/photos/6530936/medium.jpg?1489253863,,"tracks, fox tracks, animal tracks, footprint, sand, Jebel Shams, Oman, fox","",1,0,false,,"Jebel Shams Resort, Oman",23.207232,57.198279,,,,false,,,True Foxes,Vulpes,Typical Foxes,Mammalia,42054
